Day,Month,Year,tasmax,tasmin,hurs,evspsbl,rsds,pr,sfcWind
7,4,2009,24.03,4.54,79.73,3.02,20.49,8.28,3.59
8,4,2009,17.03,6.06,77.50,2.83,20.31,0.38,4.31
9,4,2009,14.79,7.88,86.34,2.01,15.02,1.64,3.54
10,4,2009,24.45,4.59,78.72,3.60,23.00,5.23,3.57
11,4,2009,12.51,2.53,92.82,0.66,3.21,21.16,2.24
12,4,2009,14.17,-0.08,82.03,2.15,19.20,0.95,2.71
13,4,2009,17.52,1.57,73.15,3.07,25.42,0.00,1.63
14,4,2009,22.64,3.69,70.51,3.53,25.16,0.14,2.40
15,4,2009,16.22,8.05,82.04,1.72,12.61,3.81,2.14
16,4,2009,16.70,5.49,78.13,2.42,18.96,0.08,3.17
17,4,2009,15.24,6.05,77.41,2.43,19.64,0.67,3.08
18,4,2009,15.09,4.13,85.03,1.53,12.41,8.80,2.45
19,4,2009,11.02,8.79,95.46,1.43,6.72,27.52,5.91
20,4,2009,13.02,8.50,91.16,2.18,14.73,12.36,5.51
21,4,2009,16.68,8.63,81.94,2.97,24.54,0.83,3.51
22,4,2009,16.53,6.05,82.85,2.78,23.15,0.09,2.19
23,4,2009,17.86,3.12,69.04,3.45,27.75,0.00,1.24
24,4,2009,22.86,3.37,66.78,3.89,27.88,0.00,1.51
25,4,2009,26.53,5.22,54.08,4.78,27.68,0.00,4.77
26,4,2009,21.31,11.23,71.29,2.95,20.21,0.88,3.02
27,4,2009,16.51,8.84,76.53,2.74,20.91,0.84,3.87
28,4,2009,19.82,7.27,76.93,3.25,26.20,0.28,3.74
29,4,2009,20.08,4.98,79.10,3.22,27.09,0.07,1.71
30,4,2009,21.29,8.16,75.85,3.28,26.98,0.02,1.32
1,5,2009,16.01,9.12,93.66,1.25,9.03,15.36,3.85
2,5,2009,15.07,10.08,89.77,1.51,10.91,3.75,3.50
3,5,2009,17.98,8.54,85.16,2.96,26.50,0.14,1.57
4,5,2009,19.44,7.16,78.33,3.23,26.45,0.05,2.63
5,5,2009,18.62,8.30,80.02,3.02,26.51,0.02,2.39
6,5,2009,17.42,8.09,84.38,2.71,25.33,0.03,2.21
7,5,2009,22.84,7.48,74.58,3.46,26.98,0.05,1.83
8,5,2009,29.34,8.55,55.42,4.34,27.75,0.00,3.66
9,5,2009,29.71,11.76,50.41,4.57,27.67,0.00,4.42
10,5,2009,28.48,13.49,53.08,4.15,27.67,0.00,3.44
11,5,2009,30.54,11.35,57.82,3.90,27.93,0.00,2.12
12,5,2009,29.62,11.65,62.48,3.42,28.13,0.00,2.18
13,5,2009,26.95,12.77,64.71,2.85,27.96,0.13,2.46
14,5,2009,23.84,15.19,83.46,2.05,22.28,0.52,2.57
15,5,2009,21.30,14.61,83.56,2.04,21.02,0.75,2.65
16,5,2009,22.73,13.49,77.85,2.38,27.72,0.11,1.48
17,5,2009,33.18,14.49,61.57,3.20,27.97,0.00,2.80
18,5,2009,31.63,17.65,57.73,2.80,23.99,0.24,1.33
19,5,2009,34.15,17.99,48.56,2.95,22.69,0.50,2.09
20,5,2009,35.11,19.20,42.23,3.11,25.45,0.25,2.93
21,5,2009,35.59,18.88,31.76,3.01,28.38,0.00,3.53
22,5,2009,35.76,17.16,28.46,2.68,28.74,0.00,4.39
23,5,2009,34.37,19.63,31.96,2.34,27.40,0.00,4.63
24,5,2009,33.48,18.11,31.92,1.85,18.95,0.39,4.18
25,5,2009,31.81,15.87,57.66,1.93,23.63,0.13,1.59
26,5,2009,25.73,15.23,73.90,1.54,26.55,0.23,3.23
27,5,2009,24.03,15.62,73.61,1.37,27.42,0.13,5.16
28,5,2009,32.04,15.14,63.53,1.74,18.90,0.81,1.89
29,5,2009,33.57,18.44,40.06,2.56,24.95,0.08,2.88
30,5,2009,35.42,19.61,38.17,2.20,23.75,0.08,3.44
31,5,2009,31.75,18.31,60.93,1.81,27.82,0.66,3.88
1,6,2009,19.85,16.00,90.94,1.28,5.36,6.84,2.60
2,6,2009,26.70,13.86,66.18,3.23,27.48,0.03,1.91
3,6,2009,24.96,14.87,57.67,2.91,27.60,0.48,2.26
4,6,2009,27.99,12.40,49.35,2.63,27.86,0.00,1.33
5,6,2009,31.52,16.03,60.30,2.47,26.10,1.38,2.64
6,6,2009,24.55,15.37,54.91,1.46,25.44,0.00,4.72
7,6,2009,23.17,13.96,69.62,2.32,25.58,3.13,3.31
8,6,2009,26.18,12.28,63.10,2.17,27.18,0.17,2.21
9,6,2009,22.86,15.39,72.79,1.71,24.33,0.79,2.62
10,6,2009,26.44,13.63,66.48,1.62,27.63,0.00,1.81
11,6,2009,31.76,16.02,57.15,1.71,27.21,0.00,1.70
12,6,2009,35.31,18.54,46.30,1.73,27.54,0.00,1.78
13,6,2009,39.03,19.64,34.31,1.84,26.27,0.00,2.10
14,6,2009,39.32,20.93,28.36,1.88,28.08,0.00,3.13
15,6,2009,38.93,23.88,31.76,1.75,27.18,0.00,3.08
16,6,2009,34.72,20.86,38.47,1.42,27.89,0.00,2.45
17,6,2009,34.46,18.31,51.00,1.44,28.53,0.00,1.59
18,6,2009,33.33,18.02,60.71,1.20,28.05,0.00,1.69
19,6,2009,34.16,19.83,36.99,1.43,27.87,0.00,2.49
20,6,2009,32.51,20.33,42.08,1.26,26.39,0.02,2.59
21,6,2009,28.00,16.94,56.80,0.91,26.15,0.00,3.19
22,6,2009,28.71,14.70,49.30,0.98,28.26,0.00,2.29
23,6,2009,29.75,16.00,46.16,1.06,28.24,0.00,1.67
24,6,2009,36.18,18.67,31.84,1.45,27.45,0.03,2.15
25,6,2009,33.33,22.40,47.28,1.31,21.28,0.56,3.04
26,6,2009,30.24,18.52,48.75,0.99,24.47,0.00,4.17
27,6,2009,29.66,16.17,58.26,1.02,28.13,0.00,2.02
28,6,2009,30.68,16.05,43.02,1.10,27.52,0.22,1.90
29,6,2009,31.22,19.51,37.78,1.24,26.30,0.03,1.90
30,6,2009,30.99,19.58,50.34,1.04,27.52,0.00,2.20
1,7,2009,31.80,18.59,41.53,1.01,27.40,0.00,1.79
2,7,2009,34.35,20.08,37.98,1.10,27.46,0.00,2.01
3,7,2009,34.76,21.50,40.59,1.11,27.77,0.18,1.91
4,7,2009,32.35,21.37,54.86,1.96,26.91,1.20,1.88
5,7,2009,34.02,20.03,50.93,1.23,27.93,0.05,1.61
6,7,2009,35.67,21.13,43.44,1.15,25.56,0.12,1.69
7,7,2009,34.47,21.55,47.98,0.99,21.73,0.55,1.77
8,7,2009,28.64,19.59,68.09,1.05,26.15,0.03,2.38
9,7,2009,30.53,19.70,73.05,1.13,19.22,3.91,1.55
10,7,2009,30.61,19.98,70.82,2.69,25.14,0.61,1.81
11,7,2009,31.58,18.66,68.44,1.98,27.24,0.00,1.70
12,7,2009,34.13,19.76,48.61,1.60,25.28,0.00,1.89
13,7,2009,42.44,24.11,50.41,1.67,24.59,0.66,3.70
14,7,2009,35.36,23.06,56.62,1.17,22.95,0.09,2.05
15,7,2009,34.49,22.60,38.82,1.11,26.19,0.03,2.58
16,7,2009,35.27,24.61,43.95,1.02,25.92,0.00,2.04
17,7,2009,33.77,21.95,62.26,0.89,26.36,0.25,3.21
18,7,2009,28.69,20.15,67.88,1.13,26.29,0.49,3.58
19,7,2009,34.41,19.07,60.78,0.99,26.33,0.00,2.13
20,7,2009,34.11,20.60,58.05,0.88,25.81,0.02,1.71
21,7,2009,40.92,22.02,37.02,1.15,25.93,0.00,1.47
22,7,2009,43.25,24.56,24.30,1.29,23.58,0.09,2.79
23,7,2009,41.12,26.22,30.17,1.10,21.78,0.06,3.13
24,7,2009,42.71,24.52,34.53,1.18,26.06,0.13,1.71
25,7,2009,35.76,24.05,53.70,0.94,25.64,0.10,1.79
26,7,2009,39.96,25.53,43.98,1.06,25.36,0.02,1.91
27,7,2009,43.61,25.22,29.53,1.20,24.05,0.02,2.77
28,7,2009,32.78,23.11,58.16,0.78,25.96,0.05,2.08
29,7,2009,40.49,22.90,39.04,1.09,26.36,0.00,1.23
30,7,2009,34.79,22.23,67.05,0.66,25.45,0.02,2.02
31,7,2009,31.08,21.17,69.51,0.74,25.04,0.16,1.71
1,8,2009,33.49,19.90,56.09,0.77,26.35,0.00,1.69
2,8,2009,30.88,20.83,63.95,0.64,26.06,0.00,2.56
3,8,2009,33.19,20.11,69.02,0.64,24.19,0.00,1.89
4,8,2009,35.15,21.23,60.63,0.74,25.15,0.00,1.84
5,8,2009,36.59,22.08,47.53,0.83,25.86,0.00,2.03
6,8,2009,37.05,21.22,33.87,0.92,25.67,0.00,1.71
7,8,2009,39.63,21.87,24.35,1.05,25.68,0.00,1.83
8,8,2009,40.10,22.53,24.17,1.22,24.36,0.27,2.18
9,8,2009,38.12,23.94,40.37,1.27,23.73,0.68,2.33
10,8,2009,39.13,24.46,37.98,1.36,20.17,0.23,2.28
11,8,2009,39.51,23.20,35.15,0.95,23.23,0.27,2.25
12,8,2009,38.44,25.66,40.74,1.42,21.71,0.80,2.01
13,8,2009,36.23,22.33,51.36,1.27,24.49,0.25,2.10
14,8,2009,35.75,21.90,47.17,0.82,20.14,0.17,2.56
15,8,2009,33.28,21.98,60.71,0.65,24.01,0.00,2.24
16,8,2009,33.29,20.73,70.05,0.57,24.38,0.00,1.96
17,8,2009,37.93,20.73,36.32,0.85,24.33,0.00,1.73
18,8,2009,41.01,22.14,22.57,0.94,22.01,0.02,2.44
19,8,2009,39.91,23.61,35.19,0.89,23.42,0.00,2.18
20,8,2009,37.75,25.25,40.97,0.79,23.86,0.00,1.41
21,8,2009,34.56,22.67,55.33,0.69,24.21,0.02,1.91
22,8,2009,30.53,21.51,77.14,0.49,22.09,0.06,2.23
23,8,2009,32.06,20.68,70.57,0.54,23.48,0.00,1.95
24,8,2009,36.78,20.03,40.94,0.78,23.67,0.00,1.78
25,8,2009,32.88,22.48,50.01,0.55,21.32,0.00,2.08
26,8,2009,31.61,21.96,51.92,0.61,22.34,0.09,1.88
27,8,2009,31.57,20.93,69.62,0.51,22.47,0.00,2.09
28,8,2009,31.06,18.59,69.45,0.50,22.16,0.05,2.32
29,8,2009,30.32,18.56,71.59,0.44,22.52,0.00,2.34
30,8,2009,31.11,19.66,69.67,0.47,22.14,0.02,2.56
31,8,2009,34.65,18.85,49.95,0.62,22.34,0.00,1.98
1,9,2009,38.41,21.75,46.50,1.24,21.47,1.00,1.75
2,9,2009,35.19,22.27,67.01,0.94,20.62,0.17,1.34
3,9,2009,32.59,22.53,64.93,0.68,22.14,0.02,1.49
4,9,2009,32.47,21.01,65.79,0.56,22.44,0.01,1.84
5,9,2009,29.33,20.60,79.08,0.62,14.86,0.59,3.29
6,9,2009,30.14,19.57,69.00,0.58,21.85,0.02,2.93
7,9,2009,32.96,20.54,65.14,0.57,19.35,0.02,1.22
8,9,2009,29.13,21.68,70.13,1.05,16.59,1.21,0.70
9,9,2009,28.89,20.61,75.89,0.98,14.05,1.34,1.54
10,9,2009,29.58,18.91,75.07,1.04,21.21,0.00,1.93
11,9,2009,30.01,18.58,67.27,0.78,20.36,0.00,1.59
12,9,2009,27.58,17.78,69.22,0.52,21.87,0.00,2.00
13,9,2009,24.72,18.45,73.96,0.42,18.81,0.35,2.69
14,9,2009,26.85,17.39,64.73,0.65,20.87,0.04,1.27
15,9,2009,22.08,15.60,72.80,0.50,10.86,0.58,2.12
16,9,2009,25.95,13.65,70.78,0.56,21.19,0.00,2.86
17,9,2009,25.01,15.67,74.97,0.38,18.06,0.06,2.90
18,9,2009,22.33,16.98,80.99,0.29,10.22,0.18,1.81
19,9,2009,24.54,15.18,78.36,0.41,18.34,0.05,1.68
20,9,2009,24.39,15.70,74.73,0.39,18.97,0.03,2.42
21,9,2009,24.40,14.93,72.09,0.56,13.95,0.55,2.19
22,9,2009,28.39,12.74,58.26,0.62,18.81,0.00,1.78
23,9,2009,28.60,14.45,50.65,0.51,18.34,0.00,2.07
24,9,2009,29.81,15.59,48.18,0.49,19.05,0.00,2.09
25,9,2009,30.39,16.06,52.25,0.47,18.80,0.00,1.85
26,9,2009,28.87,16.25,64.28,0.40,18.63,0.00,1.46
27,9,2009,29.28,17.52,66.76,0.38,16.88,0.00,1.52
28,9,2009,27.72,16.61,75.24,0.48,17.51,0.31,1.58
29,9,2009,27.40,16.72,77.45,0.41,17.83,0.06,1.64
30,9,2009,31.33,17.31,53.00,0.64,17.76,0.27,3.16
1,10,2009,28.90,17.82,71.72,1.84,15.92,3.57,2.65
2,10,2009,20.61,17.06,91.89,1.04,4.23,5.88,2.06
3,10,2009,25.44,14.00,74.46,1.94,18.55,0.00,1.10
4,10,2009,26.51,15.28,67.96,1.84,18.99,0.01,1.45
5,10,2009,28.85,14.38,65.64,1.66,18.87,0.00,1.41
6,10,2009,31.05,14.86,61.00,1.43,18.91,0.00,1.27
7,10,2009,34.24,15.33,46.13,1.21,18.73,0.00,1.29
8,10,2009,27.09,16.87,67.97,0.51,17.42,0.10,1.81
9,10,2009,25.69,17.63,84.10,0.44,15.69,0.15,1.72
10,10,2009,20.21,17.81,91.00,0.81,2.74,3.16,2.19
11,10,2009,20.38,14.25,87.22,0.88,11.30,0.95,2.06
12,10,2009,22.65,13.61,80.42,1.08,16.22,1.62,2.29
13,10,2009,20.49,12.23,72.31,1.24,16.63,0.01,2.42
14,10,2009,21.48,9.99,76.08,0.93,17.15,0.02,2.33
15,10,2009,18.40,11.58,72.64,0.63,12.85,0.16,3.16
16,10,2009,15.20,9.15,86.55,0.84,3.36,6.58,2.92
17,10,2009,17.70,6.97,78.39,1.20,15.53,0.00,1.20
18,10,2009,17.39,8.35,80.77,0.98,11.15,0.55,1.76
19,10,2009,19.71,6.11,74.06,1.20,16.72,0.00,2.04
20,10,2009,24.52,7.64,69.91,1.56,13.62,3.39,3.55
21,10,2009,19.54,12.72,77.13,0.92,3.57,4.36,3.17
22,10,2009,22.01,12.58,78.16,1.63,10.50,3.77,6.57
23,10,2009,18.15,11.36,77.48,1.42,13.91,0.05,5.20
24,10,2009,20.35,12.72,81.94,1.05,11.47,0.12,5.91
25,10,2009,19.11,13.74,85.67,0.80,4.46,2.06,4.44
26,10,2009,18.33,11.05,86.08,1.11,10.72,0.34,1.56
27,10,2009,18.92,9.76,85.96,1.14,14.16,0.08,1.53
28,10,2009,20.23,7.45,79.72,1.12,15.14,0.00,1.07
29,10,2009,17.92,9.03,86.05,0.79,13.02,0.02,1.16
30,10,2009,18.45,8.09,87.82,0.75,11.69,0.11,1.39
31,10,2009,20.39,8.88,75.35,0.96,14.58,0.01,1.11
1,11,2009,21.01,9.16,73.24,0.92,14.77,0.00,0.92
2,11,2009,23.78,10.33,79.27,0.95,12.94,6.48,3.19
3,11,2009,18.09,8.50,74.79,1.31,12.83,0.00,3.67
4,11,2009,20.83,8.39,81.12,1.09,13.96,0.07,3.00
5,11,2009,15.59,9.30,87.88,0.62,2.08,3.97,3.58
6,11,2009,14.58,9.03,81.25,1.35,6.46,7.02,5.66
7,11,2009,18.82,9.84,76.59,1.67,11.59,3.45,6.03
8,11,2009,13.37,8.82,75.40,1.50,8.27,6.48,7.17
9,11,2009,9.23,7.49,93.98,1.04,3.20,28.34,6.18
10,11,2009,12.30,5.53,88.81,1.04,6.87,12.92,4.47
11,11,2009,15.92,2.35,79.70,1.20,11.95,0.03,1.56
12,11,2009,20.84,3.62,69.73,1.48,13.60,0.00,1.84
13,11,2009,20.99,3.60,67.24,1.75,13.57,0.00,2.78
14,11,2009,21.18,3.49,69.13,1.68,12.50,0.00,3.08
15,11,2009,21.62,4.54,72.58,1.60,13.22,0.00,3.57
16,11,2009,21.56,5.24,74.44,1.52,13.21,0.00,4.11
17,11,2009,23.29,3.25,72.40,1.52,13.24,0.00,3.25
18,11,2009,22.19,4.55,69.34,1.44,11.49,0.00,2.73
19,11,2009,22.74,4.55,69.61,1.25,11.98,0.00,1.38
20,11,2009,19.64,8.41,78.01,0.96,8.66,0.00,1.16
21,11,2009,20.19,5.59,80.11,1.10,12.33,0.02,0.98
22,11,2009,18.96,5.59,84.19,1.08,11.40,1.16,2.58
23,11,2009,13.78,8.33,95.07,0.29,1.39,3.93,1.74
24,11,2009,17.24,4.66,80.31,1.09,12.04,0.00,1.09
25,11,2009,21.17,4.05,75.96,1.13,11.99,0.00,1.43
26,11,2009,17.72,5.61,84.15,0.82,9.14,0.01,1.70
27,11,2009,17.86,8.62,89.51,0.75,6.05,1.42,2.52
28,11,2009,16.29,7.83,77.79,0.89,9.31,0.10,1.36
29,11,2009,21.34,8.46,63.82,1.53,11.09,0.13,3.52
30,11,2009,10.68,5.58,78.84,1.39,5.65,11.80,6.11
1,12,2009,10.16,5.13,81.02,1.06,5.31,5.21,4.80
2,12,2009,14.79,3.87,72.52,1.11,10.98,0.08,1.69
3,12,2009,14.25,7.47,88.24,0.65,3.60,5.79,4.86
4,12,2009,13.72,6.25,82.74,1.15,10.31,1.20,4.34
5,12,2009,14.46,3.68,85.08,0.86,10.80,0.04,1.26
6,12,2009,15.80,2.40,80.95,0.90,11.46,0.00,0.96
7,12,2009,16.90,1.56,77.91,0.96,11.45,0.00,1.00
8,12,2009,14.45,2.35,88.08,0.61,7.94,0.04,1.37
9,12,2009,15.08,5.14,92.99,0.70,9.31,0.15,1.39
10,12,2009,14.66,6.45,90.37,0.79,10.36,0.08,1.32
11,12,2009,15.26,5.80,86.42,0.87,10.94,0.07,0.98
12,12,2009,11.33,4.53,90.29,0.43,4.30,0.38,0.82
13,12,2009,15.69,2.78,87.37,0.75,9.52,0.02,1.31
14,12,2009,9.45,5.86,94.91,0.11,0.88,4.15,1.15
15,12,2009,13.07,1.47,92.89,0.73,4.73,4.55,5.46
16,12,2009,13.04,3.27,81.27,0.81,5.98,0.64,3.54
17,12,2009,16.15,8.46,81.00,1.02,10.57,0.22,6.15
18,12,2009,14.01,9.02,86.29,0.66,5.24,3.88,2.37
19,12,2009,12.80,3.59,97.00,0.42,0.48,15.61,3.92
20,12,2009,6.39,-1.64,86.84,0.81,7.18,4.23,2.68
21,12,2009,11.35,-2.33,62.44,1.42,7.77,0.48,7.09
22,12,2009,17.01,6.47,74.65,0.82,4.22,0.25,5.05
23,12,2009,18.45,3.08,80.61,0.76,6.41,0.02,4.30
24,12,2009,21.84,12.16,79.10,0.73,3.96,3.78,4.66
25,12,2009,18.36,11.45,88.83,0.70,6.64,2.13,2.61
26,12,2009,20.27,11.60,74.09,1.80,9.56,2.64,6.00
27,12,2009,12.75,2.03,88.93,0.93,3.06,4.95,5.36
28,12,2009,18.37,0.46,79.37,1.13,10.31,0.00,3.28
29,12,2009,22.83,3.58,80.45,1.03,9.88,0.00,2.49
30,12,2009,21.86,3.71,77.93,1.04,11.04,0.00,1.49
31,12,2009,17.23,3.41,72.43,1.24,8.75,0.00,5.20
1,1,2010,10.60,4.30,71.31,1.39,9.29,0.75,7.52
2,1,2010,10.89,1.27,74.80,1.02,10.88,0.00,2.25
3,1,2010,17.37,0.29,75.71,1.24,11.26,0.00,3.12
4,1,2010,17.91,1.95,72.16,1.33,10.76,0.00,3.28
5,1,2010,15.50,2.18,75.90,1.18,9.78,0.39,5.24
6,1,2010,12.11,5.22,79.91,0.83,6.93,0.55,4.21
7,1,2010,15.39,5.60,79.21,1.00,5.05,2.29,4.91
8,1,2010,8.30,1.66,72.56,1.11,4.17,6.76,8.11
9,1,2010,5.81,1.50,65.08,1.18,9.36,0.87,6.08
10,1,2010,10.90,2.22,72.17,1.00,11.18,0.43,2.95
11,1,2010,11.09,3.91,90.33,0.45,4.11,2.89,3.91
12,1,2010,13.21,7.46,83.93,0.87,6.76,1.66,4.05
13,1,2010,12.46,7.74,83.36,1.15,9.67,1.01,5.41
14,1,2010,16.59,7.88,80.07,1.30,8.28,7.80,6.52
15,1,2010,9.02,3.85,91.63,0.65,0.69,15.55,6.99
16,1,2010,14.01,1.77,77.87,0.97,10.96,0.12,1.13
17,1,2010,16.56,2.29,69.38,1.26,11.80,0.00,1.23
18,1,2010,18.33,3.90,74.28,1.16,12.37,0.00,0.76
19,1,2010,14.93,3.38,88.84,0.94,10.67,0.34,2.07
20,1,2010,12.74,9.43,95.16,0.36,3.10,2.07,2.88
21,1,2010,13.90,6.13,88.64,0.68,6.59,3.01,1.00
22,1,2010,13.94,4.11,90.17,0.94,12.28,0.04,1.08
23,1,2010,16.33,2.71,79.21,0.86,7.18,0.01,3.27
24,1,2010,14.56,3.26,84.85,0.88,7.79,1.58,1.85
25,1,2010,9.91,4.71,95.78,0.36,2.06,7.22,3.36
26,1,2010,6.91,4.00,93.28,0.46,2.67,4.46,1.16
27,1,2010,9.90,6.94,96.12,0.33,1.71,4.84,2.59
28,1,2010,11.47,7.36,95.46,0.44,2.81,2.80,1.53
29,1,2010,11.03,4.16,89.96,0.91,9.01,1.38,2.45
30,1,2010,10.75,4.17,84.57,0.95,8.75,0.91,5.24
31,1,2010,11.91,1.92,83.80,0.86,7.24,1.17,4.20
1,2,2010,9.82,2.88,87.78,0.76,5.51,1.36,2.97
2,2,2010,13.65,-0.79,78.85,1.25,14.63,0.00,1.40
3,2,2010,18.11,0.19,70.95,1.64,14.21,0.11,3.94
4,2,2010,18.86,6.82,76.72,1.27,9.61,1.67,4.91
5,2,2010,16.18,7.83,82.87,1.33,12.19,0.18,4.69
6,2,2010,12.53,6.74,83.90,1.19,12.28,0.45,6.68
7,2,2010,12.40,2.70,86.96,1.14,13.10,0.34,2.03
8,2,2010,17.88,1.23,74.37,1.04,8.17,0.09,2.62
9,2,2010,13.43,6.96,83.28,1.37,10.84,5.34,5.61
10,2,2010,10.79,4.12,89.20,1.04,7.49,8.73,5.45
11,2,2010,9.26,4.33,95.30,0.12,0.89,6.81,3.56
12,2,2010,8.79,5.02,84.18,0.98,7.18,1.84,2.14
13,2,2010,6.06,4.18,97.61,0.38,1.17,17.00,1.60
14,2,2010,9.39,2.62,84.27,1.13,10.48,1.77,2.52
15,2,2010,10.76,2.19,78.46,1.13,3.74,3.08,6.97
16,2,2010,16.42,5.76,80.60,1.36,9.32,2.66,2.71
17,2,2010,18.26,4.98,81.67,1.71,13.79,2.08,3.74
18,2,2010,20.56,4.92,79.17,1.73,10.80,2.18,5.79
19,2,2010,17.50,7.90,74.11,1.68,8.31,2.73,6.40
20,2,2010,11.69,3.62,77.69,1.73,13.57,1.43,4.78
21,2,2010,13.14,0.99,82.86,0.69,3.13,5.27,4.52
22,2,2010,19.70,5.89,74.01,2.13,17.47,0.00,4.16
23,2,2010,19.01,7.91,74.29,2.04,16.12,0.21,5.47
24,2,2010,16.75,7.11,78.57,1.78,16.62,0.00,5.98
25,2,2010,20.72,3.47,71.31,2.01,15.97,0.00,2.70
26,2,2010,17.45,8.60,81.89,0.96,8.07,0.02,2.51
27,2,2010,24.81,7.54,76.02,1.92,13.22,0.00,3.38
28,2,2010,20.77,8.70,84.58,1.58,12.53,1.13,3.01
1,3,2010,14.04,5.15,82.94,1.42,11.62,0.52,3.85
2,3,2010,14.98,2.44,83.17,0.79,4.55,4.44,4.23
3,3,2010,17.02,6.66,68.26,2.42,10.04,5.16,5.93
4,3,2010,12.64,6.32,90.46,0.70,5.87,0.98,2.98
5,3,2010,21.63,3.83,78.51,2.01,17.65,0.00,1.33
6,3,2010,20.76,8.42,80.86,1.23,7.38,4.97,2.85
7,3,2010,11.15,8.05,85.60,1.37,9.55,14.77,4.36
8,3,2010,10.20,1.93,87.75,0.87,4.02,10.97,4.88
9,3,2010,7.59,1.47,87.60,1.03,7.27,9.91,2.84
10,3,2010,8.79,1.66,76.81,1.23,13.92,4.29,4.01
11,3,2010,12.24,1.20,82.47,1.06,12.65,0.47,2.65
12,3,2010,9.33,6.05,96.33,0.26,1.66,10.39,1.89
13,3,2010,11.56,4.07,85.39,1.77,13.84,5.14,5.74
14,3,2010,8.75,2.85,85.81,1.20,8.02,4.34,3.52
15,3,2010,14.15,-0.39,76.79,2.14,21.29,0.02,1.33
16,3,2010,15.25,1.69,80.85,2.13,20.40,0.06,2.23
17,3,2010,15.24,3.98,80.81,2.07,19.02,0.10,2.05
18,3,2010,19.57,3.82,66.96,2.80,20.11,0.00,4.70
19,3,2010,22.30,7.74,65.85,3.13,20.32,0.00,3.79
20,3,2010,25.62,7.44,60.89,3.35,21.58,0.00,2.81
21,3,2010,19.36,12.05,65.16,1.95,12.55,0.03,2.79
22,3,2010,15.10,10.43,81.98,1.13,6.92,1.35,2.73
23,3,2010,17.86,9.65,85.70,2.34,21.27,0.04,1.52
24,3,2010,25.69,8.04,57.15,3.83,22.20,0.00,5.00
25,3,2010,18.40,11.44,86.19,2.00,18.32,0.37,1.73
26,3,2010,18.87,10.06,82.26,2.57,22.06,0.11,1.93
27,3,2010,16.21,7.81,87.00,1.37,13.17,0.04,1.90
28,3,2010,20.70,6.02,82.52,2.48,22.43,0.10,1.65
29,3,2010,24.87,6.95,75.88,2.70,22.37,0.69,2.30
30,3,2010,16.48,6.64,75.10,1.69,13.53,0.33,5.03
31,3,2010,16.56,4.00,77.43,1.99,19.24,0.00,2.44
1,4,2010,16.38,6.20,80.90,2.00,20.76,0.00,1.47
2,4,2010,18.83,3.93,79.50,2.35,22.81,0.06,1.49
3,4,2010,26.39,7.70,69.09,2.86,20.45,1.17,3.04
4,4,2010,17.35,7.28,81.05,2.12,21.49,1.04,4.44
5,4,2010,17.46,6.77,71.56,2.06,17.69,0.09,3.45
6,4,2010,24.21,8.06,37.07,3.14,15.96,0.03,6.44
7,4,2010,22.06,8.55,70.11,2.37,21.53,0.37,4.09
8,4,2010,13.95,7.86,84.66,1.62,12.65,2.36,4.85
9,4,2010,13.49,7.79,88.05,1.33,8.43,4.25,3.91
10,4,2010,15.76,6.32,80.80,2.45,23.10,0.14,1.77
11,4,2010,22.42,3.07,71.86,2.97,24.82,0.00,2.06
12,4,2010,13.21,8.79,86.74,1.18,9.12,2.45,3.49
13,4,2010,13.05,5.35,80.31,1.38,10.53,0.66,2.32
14,4,2010,18.74,3.41,83.75,1.22,11.55,3.85,2.47
15,4,2010,23.39,8.20,73.55,3.11,22.35,0.63,3.10
16,4,2010,15.49,12.26,92.51,0.93,5.59,2.64,1.58
17,4,2010,16.16,10.48,89.20,1.58,12.12,11.13,1.76
18,4,2010,15.43,8.57,89.79,1.53,10.67,8.56,3.33
19,4,2010,17.77,6.45,83.93,2.70,23.02,0.29,2.72
20,4,2010,22.78,7.18,74.27,2.73,19.45,0.00,1.60
21,4,2010,24.29,10.45,77.66,3.47,25.15,0.14,1.51
22,4,2010,17.86,12.10,95.97,0.92,3.96,18.05,4.35
23,4,2010,17.11,11.76,87.59,2.04,13.92,1.69,3.45
24,4,2010,19.19,10.62,85.57,2.52,19.10,0.13,1.00
25,4,2010,21.09,7.79,73.90,3.70,27.06,0.00,1.78
26,4,2010,20.76,7.58,70.60,3.69,27.31,0.00,2.11
27,4,2010,22.53,7.51,69.69,3.76,27.37,0.00,1.33
28,4,2010,21.61,9.28,71.51,3.61,27.61,0.00,1.57
29,4,2010,23.63,7.11,70.12,3.64,27.77,0.00,1.51
30,4,2010,27.64,10.69,60.15,3.92,26.14,0.00,2.99
1,5,2010,26.69,12.65,69.84,2.56,16.36,1.16,2.36
2,5,2010,18.83,11.80,90.82,1.64,11.92,7.48,1.58
3,5,2010,25.28,10.40,80.25,1.66,9.74,3.32,3.56
4,5,2010,13.57,8.00,83.91,2.22,14.48,9.82,5.23
5,5,2010,14.02,5.17,74.67,2.73,20.48,1.84,5.62
6,5,2010,17.98,4.76,68.09,3.25,26.00,0.13,2.91
7,5,2010,19.31,9.39,81.28,1.71,12.36,4.24,1.46
8,5,2010,19.79,6.34,82.22,2.82,23.51,0.14,3.46
9,5,2010,30.91,7.56,68.84,4.45,26.52,1.43,3.89
